# t,f_exact,f_approx,error
8.7000000000000011,6002.9122172610286725,4010.5170942511003886,1992.3951230099282839
8.8000000000000007,6634.2440062778896390,4411.5688036762103366,2222.6752026016793025
8.9000000000000004,7331.9735391559952404,4852.7256840438312793,2479.2478551121639612
9.0000000000000000,8103.0839275753842230,5337.9982524482147710,2765.0856751271694520
9.0999999999999996,8955.2927034825079318,5871.7980776930362481,3083.4946257894716837
9.2000000000000011,9897.1290587439270894,6458.9778854623400548,3438.1511732815870346
9.3000000000000007,10938.0192081651912304,7104.8756740085736965,3833.1435341566175339
9.4000000000000004,12088.3807302169880131,7815.3632414094308842,4273.0174888075571289
9.5000000000000000,13359.7268296618731256,8596.8995655503749731,4762.8272641114981525
9.6000000000000014,14764.7815655772938044,9456.5895221054124704,5308.1920434718813340
9.7000000000000011,16317.6071980154501944,10402.2484743159529899,5915.3587236994972045
9.8000000000000007,18033.7449278285239416,11442.4733217475477431,6591.2716060809761984
9.9000000000000004,19930.3704382302967133,12586.7206539223025175,7343.6497843079941958
